Vmag,Plx,e_Plx,B-V,SpType
9.05,1.51,1.37,0.082,B5
10.45,2.08,1.78,0.498,F5
9.36,2.07,1.2,0.502,F6IV/V
9.15,6.8,1.92,0.987,G8/K0III
8.12,5.83,1.07,1.117,K1III
8.66,3.51,1.37,1.685,K5
9.15,6.49,0.88,0.309,A5
8.89,3.64,2.06,0.308,A8V
8.84,0.15,1.1,1.418,G2/G3
9.67,4.54,1.32,0.43,F2V
9.97,5.66,1.49,0.577,F7V
9.5,6.19,1.32,0.54,F7V
8.88,3.24,1.03,0.066,A0
8.75,1.81,1.09,1.168,K1III
7.17,16.15,0.6,0.587,F8/G0V
9.67,4.14,1.41,0.457,F5V
7.38,2.88,0.78,1.09,K0
5.6,11.98,0.52,0.008,A3V
8.52,1.0,1.09,1.732,M...
7.52,8.98,0.86,0.355,F0
11.35,18.76,2.72,1.22,K7V:
6.89,29.64,0.81,0.494,F5
9.09,8.34,1.18,0.503,F7V
8.92,4.33,2.16,0.417,F3V
9.43,12.13,1.38,0.758,G0
8.59,3.96,0.88,0.416,F2II
6.54,14.04,0.81,0.468,F5IV
8.62,3.48,1.07,-0.044,A0
9.06,2.54,1.21,1.299,K2
9.91,5.02,1.65,0.5,F8
7.59,5.83,0.85,0.36,F0
9.54,7.37,1.24,0.52,F7V
7.74,22.01,0.96,0.687,G0
12.1,269.05,7.57,1.85,M5.5Ve
8.28,7.14,1.1,0.16,B9
6.55,19.17,0.92,0.454,F8
8.71,31.12,1.52,0.931,K0
8.03,2.75,0.85,0.053,A0
8.35,0.65,1.02,0.515,B3Ib
6.13,4.67,0.77,1.652,M1III
7.63,16.91,1.15,0.471,F3V
8.13,2.08,1.17,1.05,G5
9.11,-0.74,1.29,0.473,B8Ib
9.94,7.28,1.12,0.596,G3V:
8.51,1.7,1.14,1.095,F5
8.53,5.93,2.03,0.577,F7V
9.53,1.95,1.37,0.621,B5
7.55,3.99,1.31,0.394,F0
7.88,3.24,0.94,1.11,K0
5.95,13.62,0.71,0.281,A9IV: (+F/G)
11.95,15.18,3.07,1.106,K7V:
9.55,45.4,1.55,1.267,K4V
8.49,2.93,1.06,0.981,G5
6.97,5.26,0.89,1.05,K0III
6.59,8.28,0.71,0.934,G5
9.54,4.57,1.23,0.371,G5
8.24,4.06,1.17,1.322,K0
8.57,4.97,1.91,0.203,A2
8.59,3.67,1.15,0.2,A0
7.0,4.97,1.91,0.039,A0V
9.25,-1.02,1.25,1.021,G3/G5V
8.33,9.26,0.95,0.423,F5
7.3,12.94,1.28,0.38,A5
7.83,4.32,0.9,0.104,A0V
9.47,6.94,1.26,0.572,F8V
7.07,5.15,0.82,0.99,G6III
9.32,8.87,1.37,0.673,G5V
6.24,9.58,0.95,0.98,G1V...
8.3,4.52,1.17,1.381,K1II-III
8.58,10.17,1.37,0.487,F5
7.41,16.49,1.02,0.551,F5
8.53,1.84,1.13,0.034,A0
7.24,22.36,0.79,0.77,G5
7.86,18.68,1.05,0.578,G0
9.14,4.83,1.31,0.796,G6IV/V
6.4,5.0,0.82,0.018,B9V
8.32,2.02,1.11,1.24,G5
9.14,1.66,1.38,1.356,K2III
9.12,1.81,0.89,0.995,G6/G8IV
9.09,9.23,0.87,1.014,K1III/IV
9.78,0.14,1.42,0.21,B8
6.73,4.37,0.87,-0.144,B8
7.99,8.04,0.7,0.907,K0III
7.3,5.45,0.78,1.208,K0
8.95,21.71,1.25,0.685,G0
7.79,1.59,0.91,1.446,K5
10.09,14.41,1.62,0.968,K0
8.53,15.24,0.79,0.647,G5V
8.98,4.82,1.18,0.374,A2
7.79,8.51,0.99,0.193,A2
8.23,2.72,1.01,1.294,K2/K3III
7.25,6.46,0.84,1.132,K0
10.95,4.23,1.82,0.599,F8
9.09,1.84,1.22,1.083,G6III:
7.7,2.31,0.71,0.786,G0
9.15,6.36,1.51,0.588,F8
7.26,18.95,0.83,0.424,F3/F5V
8.68,17.14,1.41,0.762,G5
9.95,5.76,1.74,0.583,G0
9.42,11.31,1.87,0.843,K0III
9.63,13.59,2.01,0.62,G5Vw...
10.21,-1.3,1.21,0.138,A0Ia0
8.64,3.31,1.08,1.067,G5
7.43,5.86,0.86,1.225,K2
6.74,7.67,0.87,0.993,G8III-IV
7.83,3.08,1.01,1.413,K2
8.58,3.66,1.42,0.056,A0
10.29,1.89,1.67,0.55,F8
10.52,0.83,1.98,0.38,F0
7.8,2.69,0.95,1.205,K2III
7.51,4.2,0.89,0.943,G5
8.34,0.66,1.4,0.99,K0
8.41,1.46,1.25,1.605,K2
9.55,2.94,1.66,1.002,K0
9.23,5.9,1.72,1.236,K2III
8.08,11.88,1.08,0.488,F5
8.75,13.17,0.85,0.499,F5V
9.54,5.68,1.34,0.495,F7/F8V
9.04,2.72,1.17,0.915,K0III
7.83,3.79,0.98,1.341,G5
8.63,9.73,1.07,0.463,F3V
8.44,6.18,0.94,0.449,G3V
12.37,-13.67,7.62,1.22,K7
10.12,4.34,1.65,0.406,F0/F2V
5.21,22.09,2.04,0.32,A7IV
8.8,5.28,1.22,0.31,F8
7.77,3.24,1.04,1.073,G8III/IV
9.37,14.45,1.41,0.603,G3V
9.1,29.3,1.17,1.035,K2
4.67,8.64,0.81,1.047,K0III...
6.44,16.69,18.42,0.492,F7V
7.62,2.53,0.89,1.56,K5III...
8.07,3.09,0.95,1.349,M0
8.47,23.55,1.01,0.446,F5V
8.33,5.53,1.16,0.09,A0
8.54,1.65,1.08,1.101,K0III
8.54,4.64,1.13,1.111,K5
8.87,9.11,1.35,0.476,F5V
8.21,3.42,1.13,0.93,G5
7.69,10.93,1.14,0.571,F8
9.53,0.93,1.1,0.164,B8
7.15,14.74,0.77,0.428,F2
9.23,3.25,1.52,0.151,B8V
9.97,6.6,1.93,0.46,F7V
8.38,2.46,1.06,1.1,K1III
9.04,4.73,0.94,0.47,F5V
7.55,6.58,1.81,0.999,G5
9.49,6.11,1.32,0.276,A5IV
9.82,32.62,1.38,1.22,K5
6.88,14.68,1.0,0.312,F0IV/V
7.05,12.7,0.92,0.584,F5
8.13,8.92,0.8,0.468,F5V
9.17,1.2,1.36,0.993,K0III
7.18,2.3,0.78,0.031,B1V SB
8.69,11.97,1.25,0.544,G1V
9.15,1.48,1.09,1.482,M0
8.05,5.0,1.01,0.533,F5
6.33,3.21,0.82,1.684,M2S SB
9.32,11.55,2.24,0.618,G3V
9.34,7.9,1.17,0.511,G5
7.97,2.07,1.05,1.431,K5
10.1,8.64,2.25,0.67,G8V
8.35,14.33,0.98,0.55,G0V
5.97,6.52,0.79,-0.082,B8III
9.26,9.95,1.27,0.584,F7V
9.93,4.25,2.39,0.539,G2V
8.7,1.5,1.37,1.26,K0
7.18,23.31,0.86,0.546,F5
9.17,3.93,1.46,0.875,K0
9.54,4.08,1.99,1.374,K2III:
9.22,0.64,0.93,1.428,K2/K3III:
9.1,7.3,1.34,0.496,G0
8.78,0.81,0.93,0.062,A0
8.47,4.54,1.16,0.086,A0
10.82,11.43,2.17,0.7,G0
8.69,1.16,1.17,1.077,K0
11.77,4.36,2.84,0.95,Gp
7.34,4.0,0.84,1.13,K1III
7.36,5.68,0.83,0.002,A0
9.43,11.22,1.21,0.634,G2/G3V
7.52,3.38,0.75,1.212,K1III
8.23,9.13,0.91,0.478,F5V
5.14,41.01,0.89,0.448,F5V
7.97,4.81,0.9,1.0,G5
8.92,1.84,1.14,1.743,K5
8.49,7.4,0.96,0.558,G0V
10.17,2.2,1.63,0.217,A9.5
9.48,2.73,1.61,-0.01,Ap...
9.22,0.17,1.0,1.088,K1/K2II/III
7.5,25.96,0.77,0.575,F8
8.8,10.59,1.28,0.537,F7V
9.02,1.57,1.36,1.096,K0III
10.07,2.28,3.03,1.32,C
9.03,1.65,1.2,0.972,G8IV
10.62,8.7,1.78,0.7,G5
11.16,60.76,1.94,1.637,M4
7.34,4.27,0.92,-0.014,B9
7.8,4.43,0.95,1.071,K0
7.57,0.97,0.75,1.043,K0
9.03,15.94,0.92,0.762,K0IV/V
9.47,3.01,1.44,1.122,K2
8.91,5.84,1.09,0.439,F3V
8.07,4.82,1.09,0.465,F5
9.23,4.05,1.42,0.802,F8
7.41,2.13,0.73,1.348,K3III
9.75,4.09,1.69,0.494,F8
6.04,7.07,1.0,1.081,G6III:
8.2,0.25,1.18,1.308,K2/K3III
9.41,4.25,1.36,1.31,K2/K3III:
7.72,3.16,1.0,0.96,G5
8.5,7.45,1.23,0.446,F5
7.25,11.38,1.66,0.469,F7IV
8.52,7.67,2.14,0.257,A8V
9.12,12.28,1.24,0.662,G5V
9.07,5.74,1.47,0.208,A0
5.7,22.79,0.8,0.428,F5V
9.98,11.89,1.48,0.623,G5
9.65,2.52,1.55,0.465,F0V
9.28,3.03,1.25,0.353,G0
8.0,11.79,1.04,0.493,F5
9.27,2.77,1.26,1.007,K1III
8.49,2.51,0.97,0.075,A0
7.34,19.39,1.5,0.473,F6V
7.94,11.59,0.91,0.383,F0III
7.22,47.36,1.25,1.0,K2V
7.61,2.84,0.73,1.626,M2/M3III
8.57,5.54,1.17,0.3,A8III
9.12,15.12,1.05,0.629,G0
10.89,-0.6,2.04,1.38,F8
8.13,3.23,1.26,1.001,K0III
10.24,4.81,2.01,0.499,F5
8.18,2.77,1.2,1.044,K0
9.24,2.94,1.25,0.874,G5
10.13,3.71,1.51,0.481,F0
8.74,9.14,1.88,0.661,G0
9.34,15.19,1.43,0.655,G5V
9.56,3.02,1.32,1.281,K2
9.84,3.96,2.0,0.856,G5
9.0,5.6,1.24,0.457,F4V
8.3,5.79,1.84,0.905,G8IV
8.56,3.58,1.67,1.132,K1IIICN...
9.33,3.34,1.16,1.068,K0III
8.38,6.8,0.92,0.494,F5IV/V
4.97,66.43,0.64,0.571,F8V
8.86,2.8,1.11,0.14,B8II
8.54,3.46,0.82,0.243,A0
9.02,4.8,1.38,0.46,F0
8.06,3.51,1.17,0.911,G8III/IV
8.61,8.28,1.07,0.532,G0
8.6,0.75,0.93,1.5,M3III
9.41,4.88,1.29,0.947,K0IV
11.66,-3.41,3.02,1.382,K7
8.01,1.03,1.19,1.073,K0III
7.85,6.06,0.7,1.186,K2III/IVCN.
8.16,1.93,0.74,1.459,K3III
8.23,3.76,2.8,0.897,G5
8.36,2.16,1.05,0.939,G8IV
7.56,4.5,1.03,1.07,K0
10.99,-0.64,5.15,0.478,F5
6.99,3.39,0.75,0.086,A2
8.72,3.68,0.92,1.192,K2III/IV
9.93,-0.03,0.97,0.009,B5
8.87,16.9,1.24,0.671,G5
7.91,2.71,0.98,1.205,G8III
8.77,2.62,1.07,0.951,G5
7.67,2.02,1.08,1.542,K2
9.45,9.38,1.24,0.566,F8V
6.71,7.47,0.95,0.129,A2
8.8,2.45,1.25,0.013,A2
8.14,4.19,1.43,0.947,G5
8.81,8.31,0.78,0.67,G3IV
8.52,2.53,1.41,0.16,A2V
7.63,16.95,1.18,0.781,G5
8.49,9.73,1.5,0.614,G0V
9.83,3.59,1.46,0.519,F7/F8V
8.71,2.05,1.44,0.616,G5
8.25,20.84,0.88,0.646,G3V
8.27,3.85,1.08,0.428,F3V
4.25,48.94,0.53,0.48,F6IV
7.16,17.75,1.11,0.466,F2
8.33,5.31,1.03,0.166,A0
8.71,8.4,1.87,0.445,F3V
9.83,2.1,1.65,1.585,M0
8.88,1.3,1.08,0.057,A0
8.24,3.88,0.86,0.313,A0
9.34,1.12,2.03,0.274,B8
10.84,2.34,1.38,0.38,sdF5
7.24,7.96,0.79,1.013,G5
7.15,9.94,0.84,0.312,A9IV
8.89,4.84,0.88,0.33,A0
7.71,4.23,0.88,0.121,A2III
8.63,6.23,0.67,0.294,A9III/IV
9.25,3.98,1.32,0.266,A5
7.45,2.43,1.14,1.601,K5
7.32,16.95,0.78,0.417,F0V
6.76,3.09,0.83,2.608,N0
8.86,8.88,1.23,0.455,F3V
8.4,3.17,0.91,0.193,A5p
9.04,2.5,1.6,1.322,K3III
9.62,4.77,1.46,1.248,K0
8.34,2.17,1.02,1.289,K0
9.42,3.23,1.29,0.567,G0
8.7,0.7,1.18,1.009,G8III
8.58,0.05,1.32,1.42,K0
8.29,2.12,1.22,0.947,G5
9.14,-0.49,1.18,1.323,K2/K3III
8.24,4.43,0.95,1.4,K2
5.87,0.22,0.59,2.042,K1V
6.58,5.18,0.71,1.189,K2III
8.59,4.62,1.38,0.379,F5
6.2,10.01,0.54,1.114,K2III:
7.68,2.96,0.87,1.57,K2V
9.99,6.2,1.4,0.463,F0
7.93,11.18,0.94,0.495,F8V
7.93,1.44,1.17,1.734,M0
9.03,5.31,2.72,0.728,G0...
8.65,7.85,1.11,0.502,F5V
6.04,10.36,0.94,1.163,K1III
8.94,6.04,1.15,0.536,F7V
7.55,37.71,1.14,0.753,K0V
6.61,4.02,0.78,-0.04,B9IIIsp...
9.65,3.84,1.47,0.615,F8/G0IV/V
8.5,1.78,1.24,0.04,A0
6.69,6.2,0.79,0.046,A0
6.91,16.79,0.57,0.378,F2IV/V
6.59,42.3,0.75,0.594,G0
8.0,13.46,0.98,0.512,F5
8.97,1.69,1.44,1.349,K2III
6.27,13.84,0.52,0.44,F5Vs
8.27,3.97,1.02,1.359,K1III
7.56,11.19,1.21,0.375,F0
7.07,1.07,0.61,0.056,B9
8.47,16.08,1.3,0.61,G5
5.42,12.74,0.72,0.888,G5III-IVe
7.93,1.69,0.67,1.614,K4/K5III
8.8,3.96,0.98,0.207,A2
9.98,1.51,1.49,0.511,F8
10.1,44.03,1.59,1.353,K5
8.44,1.83,0.96,1.049,G5
8.72,1.42,1.32,1.183,K2III
7.88,0.42,0.79,1.416,K4III
8.37,3.11,1.55,0.4,G5
7.41,4.81,0.82,1.101,K0III
9.62,11.72,1.34,0.662,G5
7.79,7.65,1.07,0.421,F2
9.97,20.47,1.68,1.022,K5
7.91,0.86,0.65,1.131,G8III
8.77,8.12,1.13,0.551,F6/F7V
9.11,10.52,1.23,0.697,G6V
7.86,3.7,1.3,1.481,K0
10.6,5.03,1.77,0.574,F8
8.66,2.02,1.08,1.476,K3/K4III:
9.75,8.81,1.6,0.69,G5V
8.7,4.12,1.23,1.111,K0III
8.88,1.24,1.13,0.428,F2V
8.5,2.53,0.77,1.439,M...
7.03,16.53,0.82,0.415,F6V
9.53,2.96,1.38,1.07,G8/K0III:
8.23,2.72,0.74,1.474,M0/M1III
8.98,15.87,1.32,0.712,G2
7.92,4.85,2.23,0.967,G5
8.63,4.97,1.45,0.399,F2
6.52,33.68,0.77,0.563,F8
9.55,2.09,1.42,0.294,A2
8.3,5.23,1.12,0.411,F2V
7.87,4.21,0.82,-0.093,B8.5V
8.21,4.08,1.02,0.194,A2
8.76,9.46,1.18,0.494,F5V
8.26,7.34,0.99,0.185,A2
6.23,9.69,0.59,0.052,A0V
7.84,9.11,0.93,0.501,F2
6.11,5.53,0.81,1.59,K5
9.18,2.23,1.4,0.947,K0
8.85,4.32,2.34,0.63,G0V
9.34,6.3,1.48,0.424,F5
10.48,4.89,1.72,0.714,G5
9.39,2.8,1.49,0.526,F8
7.26,3.84,0.95,1.019,G5
11.46,12.64,2.93,1.098,K7
9.25,2.63,2.01,0.224,A0V
7.91,14.06,1.18,0.533,F5
8.68,2.93,1.16,1.472,K0
9.8,5.04,1.74,0.426,F2
8.56,3.88,1.16,1.303,K0
10.8,41.14,2.69,1.447,M1
9.39,6.28,2.48,0.443,F3V
6.69,7.46,0.88,0.023,B9
8.2,15.96,1.0,0.542,F8V
9.42,10.02,1.91,0.661,G3V
7.47,0.74,1.26,0.8,K0
8.13,1.82,1.35,1.66,K5
7.68,1.68,1.02,1.521,K2
9.62,6.3,1.31,0.78,K0IV/V
8.39,10.25,1.2,0.443,F0
8.93,3.77,1.14,1.1,K1/K2III
7.92,14.87,1.14,0.472,G0
9.84,5.59,1.26,0.723,G8V
7.74,1.5,0.88,1.406,K4III
7.88,20.42,0.97,0.556,F8
8.79,2.01,1.11,1.244,G5
8.71,13.15,0.85,0.614,G1/G2V
6.36,11.78,0.84,1.132,K0
9.9,2.76,1.31,0.451,F3IV
6.86,1.79,0.81,0.047,B2IIIne+...
9.65,5.77,1.62,0.52,F5V
10.83,1.5,2.15,0.25,F2
9.45,0.81,1.09,1.555,M0
8.83,7.54,1.14,0.54,F6V
8.47,0.49,1.19,0.974,K0III/IV
8.17,4.24,1.12,0.142,A0
8.2,5.02,1.02,1.183,K2IIICNII
9.23,2.82,1.37,0.374,A3
7.18,3.02,0.91,1.31,K0IV
9.75,33.18,2.07,1.008,K3V
9.41,15.39,1.44,0.647,G5
6.92,1.47,0.61,1.571,M4III
9.35,7.31,1.17,0.529,F7V
7.66,5.72,1.12,1.054,G5
9.4,6.64,1.26,0.498,F6V
9.21,0.83,1.22,1.045,G5
9.3,8.91,1.67,0.724,G5V
8.94,2.01,1.26,0.372,A7
8.23,3.46,0.84,0.256,A3m...
6.78,3.87,0.83,1.57,K5
6.8,9.75,0.87,0.273,A2
8.12,5.83,0.97,0.315,A5
8.52,2.33,1.13,1.01,K0
8.57,2.24,1.02,1.459,K3III
9.74,4.25,1.36,0.334,F0V
9.31,5.31,1.31,0.573,F8V
8.01,7.14,1.01,0.988,G8III/IV
8.98,3.1,1.21,0.393,F5
6.68,7.7,0.77,1.021,K1III-IV
9.58,6.86,0.87,0.587,G2V
8.09,5.81,1.44,0.261,A2
8.7,3.56,1.12,-0.006,B9
5.13,14.83,0.86,0.071,A3V
10.25,2.61,2.61,0.3,F0
8.44,2.84,1.06,1.15,K1III
7.4,0.67,0.89,-0.134,B1V
7.28,5.82,0.6,1.165,K2III
9.51,13.04,2.32,0.677,G6V
9.59,8.61,1.24,0.598,G3V
8.64,10.3,1.02,0.471,F5V
11.02,65.3,14.87,1.478,M2V:
9.6,7.41,1.34,0.822,G8IV/V
8.84,9.54,1.24,0.424,F2
8.79,3.07,0.83,1.087,K0III
7.54,2.53,0.94,1.341,K2
9.43,8.51,1.27,0.66,G6V
7.4,8.32,0.72,0.293,A7m...
11.54,24.57,4.46,1.447,K
9.41,2.88,2.54,0.53,F7
8.83,3.99,1.21,0.417,F3V
8.14,3.96,1.36,0.307,A2...
11.05,0.88,1.74,0.751,B
7.74,6.34,0.8,0.26,A9IV
8.9,2.64,1.17,0.05,A0
7.67,1.59,0.91,1.756,K5
8.07,5.69,1.04,0.298,A3
9.53,5.26,1.39,0.94,G8IV
6.29,2.13,0.78,1.357,K0
9.28,5.46,1.56,0.714,G6IV/V
10.55,9.14,2.02,0.661,G0
7.62,3.83,0.65,0.969,G5
8.21,0.82,1.07,1.593,K5
10.34,0.55,1.58,0.53,B2III
6.39,3.73,0.81,1.589,M5
7.67,2.08,0.9,0.997,G8III
7.59,7.11,1.1,0.321,A5
11.78,45.22,3.65,1.44,M
9.03,1.59,1.54,1.751,M1/M2III
6.68,5.22,0.63,0.02,A0
7.93,10.54,1.06,0.807,G6/G8IV
8.76,5.05,1.23,1.183,K0
9.95,27.61,1.68,0.927,K0
10.2,6.16,1.77,0.602,G0
8.62,11.01,1.18,0.448,F5V
8.43,6.22,1.49,0.223,A0
7.78,1.49,0.91,1.029,G5
8.23,2.83,0.93,1.032,G8III
7.3,11.41,0.98,0.264,A9V
8.91,6.36,0.84,0.449,G0
8.85,2.4,1.17,0.574,B5II
10.8,6.09,4.26,0.702,G0
8.94,2.28,1.17,0.966,K0
7.76,0.44,0.97,1.316,K2III
8.02,4.04,0.8,0.179,A0
7.89,9.01,0.94,1.027,K0IV
8.74,3.12,1.02,0.349,F2IV/V
7.13,4.27,0.9,1.574,K5
8.94,3.53,1.23,1.254,K1III
9.36,2.62,1.57,0.132,A3
7.98,5.36,1.03,0.9,G8III
9.12,5.66,1.08,0.427,F3/F5V
9.65,-0.15,1.72,1.09,G8III
8.64,5.82,0.78,0.348,F0IV
8.72,7.62,1.26,0.797,G5IV/V
9.09,0.18,1.16,1.424,K3/K4III
7.61,3.16,1.32,0.224,A5
8.91,6.01,1.11,0.389,A5
8.0,36.16,1.0,0.78,K1V
10.5,-0.27,1.82,0.49,G0
6.99,4.14,0.7,1.201,G5
7.76,3.54,1.21,1.293,K2III
8.32,16.36,2.34,0.796,G8IV
6.78,1.78,0.81,1.491,K3III
9.81,7.09,1.69,0.622,G3V
6.87,5.4,0.66,1.207,G5
6.44,7.15,1.31,0.233,A5m
9.09,4.26,1.28,0.44,F3V
7.6,6.3,1.59,0.165,A2
9.07,8.41,1.26,0.502,F8IV
7.46,6.76,1.1,1.061,G5
7.6,3.78,0.95,0.347,A5
9.46,3.76,1.47,0.951,K0
8.92,1.42,1.22,1.093,K0III
9.17,2.74,0.99,1.2,K1III
9.15,0.49,1.37,0.101,A0
9.41,5.85,1.39,0.75,G6V
8.34,3.12,0.93,1.071,G5
8.87,3.54,1.2,1.183,K0
9.13,0.44,1.42,0.067,A
8.01,2.9,1.11,1.102,G5
8.36,3.48,2.3,0.408,A0
8.22,9.24,0.74,0.52,G0V
8.93,7.81,1.18,0.635,G2V
8.2,11.2,1.05,0.716,G0
8.9,14.91,1.23,0.596,G2V
8.5,3.31,1.41,1.059,K0
7.87,13.64,0.62,0.556,G0IV
7.17,3.38,0.92,1.61,K2
9.28,4.71,1.27,0.264,A2
9.45,7.8,1.49,0.427,F2/F3V
8.88,11.6,0.96,0.543,F6V
9.58,1.84,1.06,0.244,B8
7.22,6.46,0.83,0.385,F0
8.9,3.73,1.22,1.15,K1III
8.76,8.67,1.19,0.46,F5V
9.7,-1.61,1.76,0.348,B6Ve
8.66,1.67,1.14,1.011,G5
9.12,0.97,1.16,0.497,A2
10.17,-0.04,1.82,0.521,B3 + B9:
7.29,5.07,0.64,1.241,K2
9.98,5.88,1.53,0.579,F8
8.69,31.1,1.37,0.876,K1/K2V
8.42,12.93,1.03,0.456,F3V
8.95,3.11,1.15,0.989,G8III
9.74,-1.09,1.59,0.024,B9
8.72,0.15,1.2,0.129,A
7.84,10.36,1.6,0.485,F5V
7.31,4.14,0.7,1.446,K4III
7.57,9.38,0.56,0.507,F8IV/V
9.23,3.08,1.9,0.084,A0
9.17,2.4,1.5,0.311,F0V
7.65,7.88,0.87,1.021,K0
7.48,4.93,0.99,1.154,K0
7.61,2.37,0.86,0.072,A0
8.4,2.7,1.11,1.07,K0IV
8.44,3.59,1.32,1.435,M6III
8.52,15.28,1.1,0.587,G0
4.74,10.49,0.77,0.032,A3V
8.8,3.74,1.14,0.33,F5
7.9,5.38,1.03,0.953,K0
9.16,6.07,0.9,0.685,G5V
8.41,18.88,1.15,0.701,G5V
6.7,6.22,0.53,0.022,A0
9.56,6.58,1.56,0.545,G0
8.79,5.53,1.12,0.333,F0V
9.28,8.41,1.26,0.651,G3/G5V
9.6,-1.22,1.69,0.497,K
8.36,0.09,1.06,0.968,G5
8.72,5.59,1.1,0.346,F0
8.42,2.45,1.2,0.934,G5
7.65,25.59,0.94,0.622,G2V
7.48,2.2,0.85,1.64,M4III
7.53,3.34,1.06,1.503,K2
8.59,8.52,1.29,0.465,F5
8.69,1.49,1.25,1.147,K1III
8.4,8.68,1.17,0.564,F8
8.57,11.27,1.04,0.43,F8
9.3,0.82,1.08,1.107,K0III
9.7,7.38,1.39,0.582,F8/G0V
9.06,0.27,1.29,1.073,K0III
8.97,7.46,1.46,0.754,K0
8.07,8.57,1.08,0.432,F5
8.76,3.22,0.83,0.95,G8III
9.02,3.11,1.4,1.061,K0
7.82,2.85,1.12,1.563,M4
7.07,18.84,0.62,0.508,F6V
8.12,3.11,1.01,1.103,G8IIICN...
10.06,3.8,1.02,0.716,F8IV/V
9.25,4.79,1.2,0.187,A0
9.28,4.91,1.26,0.569,G0V
5.87,8.27,1.28,0.635,A7V...
8.47,4.47,1.0,1.304,K3III
8.19,9.22,0.96,0.352,F2IV
6.99,1.18,0.89,0.412,B6Ib
8.15,3.22,1.14,0.993,K0
8.69,1.93,1.36,2.102,M2Ib
9.15,9.26,1.28,0.551,G1V
6.7,19.67,1.58,0.584,G0V
7.44,6.1,0.67,0.443,F3V
9.34,1.62,1.41,1.234,K2
6.65,20.54,0.92,0.405,F2
8.23,3.51,1.21,0.223,A0
8.43,15.43,2.02,0.707,G0...
6.95,13.14,0.91,0.352,F0
4.95,1.4,0.68,0.683,F0Ia
7.48,1.23,0.94,1.614,K5III
9.48,4.5,1.58,0.529,F6V
8.89,1.12,1.07,0.34,B8
8.87,4.3,1.13,0.507,G0
8.13,5.63,1.56,0.748,G5
8.39,3.24,1.19,0.86,G5
8.45,6.24,1.21,1.003,G5
7.48,4.46,0.97,0.169,B9
8.43,18.85,1.11,0.516,F8
8.75,3.04,1.2,1.242,K2
7.29,2.69,0.7,1.461,K5III
10.22,11.21,1.91,0.859,G5
7.83,4.37,1.0,1.253,G5
7.45,9.78,0.64,0.332,A9/F0IV
9.4,2.62,1.22,0.712,G2w...
7.45,4.36,0.79,0.045,A0V
7.06,6.76,0.94,1.103,K0
8.44,0.86,1.18,1.246,K2
6.31,8.6,0.56,0.912,G5III...
8.72,2.13,1.24,1.519,K2
7.68,11.21,1.88,0.54,F6V
7.87,11.22,0.87,0.364,F5
8.71,5.42,0.85,0.452,F3V
7.39,5.17,0.92,1.077,K0III
8.26,18.5,1.07,0.597,G0
8.46,6.89,1.06,0.327,F0V
7.64,2.21,0.9,0.056,B8
7.0,20.28,0.82,0.545,F7V
6.16,8.53,0.83,1.102,K1III
7.57,34.73,3.83,0.702,G5/G6V
9.59,9.8,1.01,0.659,G3/G5V
9.42,3.94,1.46,0.51,F7V
8.43,28.52,1.17,0.791,G0
9.11,5.4,1.23,0.367,F0
10.62,21.41,2.42,1.108,K5
9.11,3.3,1.31,0.321,A3
9.17,5.21,1.27,0.458,F5V
9.31,12.96,0.88,0.603,G3V
7.9,2.77,0.89,1.157,K1III
6.26,6.17,0.84,1.013,K1III
10.11,7.4,1.65,0.566,G1V
7.21,30.08,0.92,0.586,G0
9.34,3.41,1.64,1.528,M2
7.1,1.63,1.3,0.041,B9
6.84,6.28,0.93,0.989,K0III
10.36,52.71,5.18,1.34,K6V:
7.25,9.84,0.87,0.84,G8IV
9.48,-10.89,11.63,1.208,K
8.88,8.25,3.65,0.651,G0
7.6,4.62,0.93,1.156,K1III
8.19,5.76,1.04,0.379,A2
7.81,9.75,1.41,0.399,F2
7.7,3.47,0.85,1.434,K0
8.31,5.53,1.51,0.1,F5
8.31,11.57,0.99,0.588,F8
9.4,5.74,1.12,0.424,F5
7.55,4.54,0.79,-0.026,A0
10.94,3.81,2.05,0.316,A9
7.35,9.02,0.9,0.281,A0
8.7,4.39,1.11,0.373,F2
8.2,8.59,0.86,0.837,G8IV
8.79,13.49,1.39,0.566,G1V
7.62,16.64,0.85,0.582,F5
8.66,8.03,1.29,0.537,F8
7.86,19.48,0.99,0.534,F5
7.83,20.25,1.17,0.661,G0
8.12,2.31,0.78,1.337,K2/K3III
7.34,3.3,0.82,-0.034,B8
6.33,13.67,0.62,0.113,A2Vnn
9.04,1.77,1.11,0.95,G8III/IV
7.56,2.66,1.0,0.993,K0
5.23,9.49,0.82,1.396,K5III
8.96,5.13,1.11,0.6,F8
9.58,4.92,1.34,0.593,F7/F8V
10.29,2.93,1.84,0.56,G0
9.84,8.87,1.39,0.443,F3V
8.93,0.81,0.91,1.573,K3/K4III
8.88,1.18,1.04,0.284,A4/A7:m...
8.82,13.43,1.16,0.537,F8IV
11.26,-2.73,2.8,1.276,K7
12.15,14.8,4.83,1.387,K7V:
8.59,-0.22,0.76,1.781,M0IIIvar
8.84,1.79,0.84,1.496,K5III
7.01,2.48,0.93,1.558,K5
8.4,3.24,0.74,1.04,K0III
8.48,2.66,1.12,1.626,M0
9.14,1.63,1.09,1.415,K2III
6.78,6.6,0.84,0.966,G0
8.84,2.35,1.21,0.986,G5
