Vmag,Plx,e_Plx,B-V,SpType,Amag
7.48,2.08,1.1,1.185,K1III,14.070316674813808
8.65,6.57,1.05,0.419,F2,17.737826847798903
6.36,13.96,0.9,0.238,A3III,17.08442709143571
8.98,2.11,1.19,1.105,K0,15.601412276488464
9.33,1.05,12.73,1.364,M0,14.43594649534969
6.81,5.92,0.87,-0.031,A0,15.671608533614599
8.71,1.28,1.11,1.128,K2,14.246049848239343
8.81,9.75,1.52,0.679,G2V,18.755023078492684
7.48,4.18,0.92,1.437,K0,15.585881408875176
11.43,20.54,1.5,1.54,M0,22.993002196306296
10.27,-1.88,1.24,0.099,B8Iab:e,16.6407892463184
5.36,11.68,0.5,0.884,G5III,15.697214213881903
7.26,12.19,0.81,0.403,F5,17.69001852809191
7.14,3.67,0.77,-0.037,B9,14.963330321260447
8.09,11.11,1.0,0.417,F5,18.318570294704337
9.48,5.77,1.31,0.48,F2,18.28587906577866
10.58,21.01,1.61,1.009,K5,22.192130262029764
8.13,2.08,0.7,1.238,K2III,14.720316674813809
8.0,0.77,1.09,1.605,K5,12.43245362586241
7.24,19.97,0.85,0.541,F5,18.741890324353513
9.05,6.92,1.22,0.446,F8,18.250530472283792
8.73,1.18,0.82,1.349,K2,14.089410036530627
8.97,2.83,1.32,1.158,K0,16.228932177621452
7.01,29.65,0.71,0.567,F8V,19.370123488501406
9.31,2.4,1.19,1.37,K0,16.21105620855803
10.27,3.21,1.75,0.238,F0V,17.80252516202436
9.16,1.13,1.16,1.478,M0,14.425392217417098
9.32,0.76,1.32,0.395,F0V,13.724067961403957
8.44,3.53,1.01,1.194,G5,16.178873526939114
8.41,48.2,1.06,1.122,K4V,21.82523519119425
7.97,1.52,1.08,1.077,G8III,13.879217939723862
10.28,1.16,1.57,0.891,G0,15.60228994613459
8.28,0.98,1.07,0.944,G8III/IV,13.236130378462473
8.53,4.41,1.09,0.28,A2,16.752192947339193
7.93,14.15,1.45,0.775,G8V,18.683782199301547
8.32,5.34,1.07,0.448,F3/F5IV/V,16.957706285142784
8.87,2.78,1.14,1.188,K0,16.09022397959038
7.71,1.75,1.01,1.329,K0,13.925190243431473
9.26,12.39,1.45,0.589,G1V,19.725356531880315
5.71,20.97,0.66,0.446,F7IV,17.31799215232672
9.31,3.42,1.7,0.487,F5,16.980130530280675
7.26,5.39,0.8,0.032,A2,15.917943825933694
8.71,5.93,0.98,1.141,K0III,17.575273466821315
5.21,16.48,0.61,0.159,A3V,16.294786036805487
8.45,18.18,0.96,0.662,G0,19.74796939442974
8.32,9.71,0.85,0.591,G2V,18.256096149540024
7.41,4.68,2.28,1.19,K2p...,15.76122926537062
8.03,16.81,1.01,0.725,G5III,19.157838567197352
9.7,10.31,2.72,0.716,G8V,19.766293326417582
9.34,9.42,1.1,0.645,G3V,19.210254513964387
8.56,3.36,1.08,0.1,B8III,16.19169638694922
9.72,4.92,2.96,0.914,G8IV/V,18.179825513836803
7.69,7.91,0.98,0.387,F0,17.180882417488384
5.56,20.23,0.81,0.121,A3V,17.089979413854024
9.37,11.39,1.35,0.561,G0V,19.6526186203955
9.07,2.23,1.33,0.094,A0,15.811524315240803
8.77,1.31,1.14,1.326,K1/K2III,14.35635647827882
7.78,26.79,0.9,0.621,G1V,19.919863568041045
6.44,21.53,0.83,0.847,K0IV,18.105220149117436
10.11,-0.07,1.52,0.32,B5II,9.335490200071284
5.04,16.61,0.73,0.109,A3m,16.14184816225697
9.24,-1.2,1.28,0.506,F6/F7V,14.635906230238124
6.23,23.87,0.78,0.398,F5IV,18.119262095033772
9.27,9.9,1.23,0.543,F7V,19.24817597298775
7.48,10.3,0.61,0.246,A5III,17.54418612352586
9.14,0.76,1.06,0.898,G8III,13.544067961403957
9.11,2.75,1.63,1.142,K1III,16.306663469151314
8.34,2.92,1.08,1.113,K0,15.666914257242091
7.69,2.84,0.89,0.066,A0,14.956591700235187
9.67,9.47,1.37,0.673,K0,19.551749895016368
7.46,3.77,0.85,-0.076,B8,15.341706751028966
7.62,3.84,0.93,1.227,K1/K2IV,15.541656121837654
10.15,5.24,1.92,0.471,F3V,18.746656434918634
10.46,1.88,1.67,0.46,F0,16.8307892463184
8.9,4.81,1.0,0.495,F6V,17.310725381869158
8.55,3.79,1.09,1.059,K0,16.443196049840363
9.09,2.7,1.95,0.9,K0III,16.246818820794935
7.61,11.77,0.89,0.362,F2,17.963882314217173
7.61,30.84,0.86,0.71,G5,20.055571846894598
5.17,132.4,0.6,0.704,G5Vp,20.779439925518403
9.5,5.93,0.96,0.579,F7V,18.365273466821314
9.98,5.78,1.7,1.215,K2,18.789639192102648
6.86,12.13,0.85,0.371,F0,17.279304004332865
8.48,0.93,1.47,1.5,K0,13.322414742769677
8.25,6.94,1.03,0.927,K0III,17.456797352274272
9.6,6.95,1.41,0.921,G5,18.809924022950568
8.41,4.29,1.32,1.136,K0,16.57228646092362
6.71,4.03,0.97,1.661,M...,14.73652523070555
9.1,3.2,1.2,1.118,K0,16.62574989159953
5.51,27.84,0.88,0.334,F0III-IV,17.733346154692622
7.11,2.93,0.83,0.078,A0,14.444338101770548
3.94,11.66,0.77,-0.12,B6V + B0V,14.273492752114976
9.34,2.2,1.46,0.199,A2,16.052113404111033
8.94,14.25,16.39,1.183,K2III,19.709074321722646
8.74,11.07,1.15,0.658,F8,18.960738104393613
9.11,2.47,1.4,1.338,K2III,16.07348476629833
8.64,10.08,1.71,0.969,K0IV,18.657302660547533
11.52,9.63,5.21,0.88,K:,21.438131435622672
12.23,1.08,3.12,-0.23,DA:,17.39711877743475
7.88,9.46,0.87,0.366,F0,17.759455682008962
8.29,8.85,1.07,0.403,F0,18.024716353489126
9.39,3.02,1.27,1.025,K0,16.790034714785754
9.55,7.86,1.6,0.627,F8,19.02711273019704
8.23,3.1,1.09,0.466,F2,15.686808469171364
5.77,5.75,0.65,-0.019,B8V,14.568339223448152
8.51,5.08,1.55,0.5,K0,17.0393185614196
6.89,11.5,1.09,0.292,A9V,17.19348920176806
3.46,27.73,0.71,1.161,K2III,15.67474934788931
8.52,4.72,0.83,0.3,A1m...,16.889709993170438
8.56,1.29,0.89,0.799,G5w...,14.112948551496245
8.76,-0.13,1.41,1.551,M3III,9.329716761534184
10.56,35.99,1.69,1.256,K6,23.340909233264554
7.48,3.94,0.65,0.034,A0,15.45748110912787
9.45,4.27,1.35,0.381,F0V,17.60213937512512
4.24,10.43,0.5,1.213,K2II-III,14.331421542132654
8.63,28.33,1.3,0.837,K0V,20.89123287260219
8.85,2.44,0.91,1.212,K2III,15.786949131693646
8.13,2.29,0.91,1.093,G5,14.92917741169944
9.02,3.4,1.06,1.468,K5,16.677394585211275
8.95,3.68,1.32,1.271,K2,16.779239093367586
9.36,2.79,1.4,0.586,F7V,16.58802101636799
7.62,4.06,1.17,0.244,A5,15.662630167885972
9.82,3.7,1.38,0.692,F7V,17.661008620334975
8.95,14.58,0.91,0.529,F8V,19.76878761990978
8.77,10.1,1.27,0.495,F8,18.791606868913213
8.2,12.24,1.76,0.501,F5V,18.63890708904771
7.96,1.64,1.01,0.99,G5,14.034219240238489
7.81,4.07,1.61,0.044,A0,15.8579720461261
8.41,2.71,0.76,1.572,K4III,15.574846454372029
7.31,4.97,0.93,-0.058,B9,15.79178194366666
8.08,3.9,1.03,-0.09,B8,16.035323035132496
9.1,21.57,1.27,0.764,G8/K0V,20.769250725512727
9.78,8.66,2.32,0.485,F3V,19.467589460086735
9.99,1.64,1.55,0.131,B1Vv SB,16.06421924023849
8.71,1.3,1.25,0.977,G8III,14.279716761534186
8.62,7.29,1.02,0.387,F2V,17.933637641589875
9.71,4.2,1.25,1.01,K0,17.826246451989505
7.86,10.41,0.91,0.651,G2/G3IV,17.94725364755268
7.7,3.73,0.83,1.069,K0,15.55854415904344
10.96,0.19,1.49,-0.049,B2.5Iab:,12.353768004764145
7.93,3.04,0.75,1.399,K3III,15.344367918043769
8.81,6.91,1.58,0.64,G0V,18.007390236870993
9.73,7.23,1.68,0.46,F3/F5V,19.025691486472656
8.57,3.22,0.96,1.314,K2/K3III,16.109279358479156
9.21,6.04,1.17,0.795,G8V,18.11518469310566
9.81,2.91,1.56,0.54,G1V,17.129464944929538
8.79,2.85,1.64,1.42,K2,16.06422430004255
9.2,5.5,3.46,0.691,F8...,17.90181344747122
8.8,5.41,1.33,1.673,K5,17.465986325532846
8.68,6.42,1.15,0.711,G0,17.717675140344266
8.09,2.8,1.01,1.55,K2,15.325790156711097
9.67,0.97,1.44,1.305,M2,14.603858671331224
6.24,6.97,0.54,0.922,K0,15.456163890490048
12.38,46.11,3.65,1.53,M2V:,25.69897561109704
8.93,1.08,1.26,1.179,K3III,14.097118777434748
9.27,1.77,1.61,0.6,F0,15.509866331809032
6.93,0.65,0.66,0.24,B0.5III,10.994566783214278
9.8,5.93,1.51,0.586,G3V,18.66527346682131
7.36,5.33,0.91,0.141,A2,15.993636045132863
7.94,7.57,0.99,0.378,F2,17.335479397500364
9.71,5.46,0.99,0.52,F8/G0V,18.395963213523686
8.31,7.98,1.12,0.415,F5,17.820014456753647
9.0,3.53,1.22,0.28,A2,16.738873526939113
8.05,1.71,1.0,0.072,A0,14.214980551960771
9.45,7.86,1.43,0.537,G0,18.927112730197038
10.24,1.08,1.33,0.409,F5V,15.407118777434748
10.4,7.09,2.48,0.953,G8,19.653231175915334
8.5,3.52,1.09,0.224,A2,16.232713317390655
7.54,6.39,0.92,0.228,A3,16.567504290792
8.74,3.63,1.67,0.295,A2,16.53953312518056
7.14,10.32,0.82,0.464,F5IV,17.208398486455962
8.1,6.49,0.86,0.36,A3,17.161223484001844
7.55,10.05,0.82,0.413,F2,17.56083030878254
8.38,4.37,0.99,0.2,A3,16.58240718485211
8.51,7.28,1.02,0.923,K0,17.820656896565186
9.51,1.2,1.35,1.2,K1/K2III:,14.905906230238124
4.26,4.43,0.8,0.012,B7III,12.492018631115348
8.66,2.59,1.99,1.129,G8IV,15.72649882040626
8.44,5.87,1.21,1.069,K0,17.28319050623807
8.42,4.95,1.61,0.117,A2V,16.893025994667845
8.6,3.9,1.17,0.666,G3V,16.555323035132496
8.73,7.96,0.92,0.743,G5IV/V,18.234565338688345
6.65,13.24,0.75,0.439,F2,17.259439925518407
8.42,10.17,0.94,0.481,F2,18.456604764613722
7.57,8.3,0.86,0.173,A3V,17.16539046188037
11.38,26.61,3.57,1.435,M0,23.505224372756945
6.65,7.68,1.8,0.342,F0,16.07680610015756
7.72,7.74,0.91,0.701,F8V,17.16370480341446
9.64,4.57,1.6,0.551,F5,17.939581000349254
2.07,16.36,0.76,1.576,M0IIIvar,13.138916496676522
9.66,9.54,1.51,0.487,G0,19.557741873520477
8.6,4.23,1.05,0.167,A2,16.73170183687521
7.71,4.75,1.23,0.397,F0,16.093468048124333
8.05,2.26,1.04,1.179,K0,14.820542195737005
8.49,4.37,1.11,0.491,F5IV,16.692407184852108
5.57,8.09,0.66,0.697,G0III,15.109742608061362
9.02,6.56,1.04,0.803,G6/8wF8IV/V,18.1045191968783
9.27,11.94,1.24,0.576,F8/G0V,19.65502163396675
7.19,5.47,0.88,0.069,A0,15.879936631667157
6.75,4.35,0.77,1.14,G8III,14.942446284773187
9.24,16.69,1.33,0.759,G5,20.352281683396235
9.58,5.9,1.34,0.601,G0,18.43426005821072
10.13,2.92,2.05,0.492,F0V,17.456914257242094
8.8,20.21,0.84,0.672,G5V,20.32783156757652
8.66,2.27,0.97,0.957,G8IV,15.440129285965615
8.28,2.29,1.08,0.984,K0III/IV,15.079177411699439
6.97,9.98,0.91,0.546,F5,16.965652706436856
8.45,8.75,1.11,0.546,F8,18.160040265111565
9.91,2.79,2.37,0.446,F5V,17.138021016367986
7.92,4.37,1.62,0.795,F5...,16.122407184852108
8.57,11.01,1.34,0.541,F8,18.778936594858756
8.64,3.03,1.13,0.972,G5,16.047213142511524
9.32,7.38,1.42,0.529,F3/F5V,18.660281809115208
7.34,4.39,1.0,1.131,K0III,15.552322601210607
8.22,2.89,0.91,0.955,F8,15.52448921378274
8.74,8.25,1.18,0.561,F8,18.322269742749626
8.08,4.46,1.12,0.989,K0III/IV,16.326674293560707
8.53,11.7,7.69,0.536,F8,18.87092930873081
6.41,7.9,0.59,0.888,G6II/III,15.898135456452207
8.12,2.93,0.92,0.947,K0III,15.454338101770547
8.09,13.21,3.92,0.47,F8,18.694514088072637
8.38,7.21,0.72,0.404,F3IV/V,17.669676323597145
9.37,4.33,1.22,1.018,K0/K1III:,17.552439481766825
8.29,2.67,1.02,0.061,B9III,15.422556306822875
6.07,5.85,0.79,1.535,M0III,14.905779330410903
8.09,4.62,0.94,0.156,A2,16.413209877780627
6.4,8.94,0.83,1.029,K0III,16.15668759397959
7.86,4.56,0.88,0.12,A2,16.154824213322176
9.41,1.73,1.17,0.4,F2V,15.600230515643977
6.98,12.21,0.64,0.309,F0IV,17.413578319724415
9.2,12.12,1.04,0.574,G0,19.617513099151335
9.58,17.12,1.53,0.821,G8V,20.747518801705674
9.12,2.4,1.13,0.687,G6V,16.02105620855803
9.12,3.93,1.14,1.352,K5,17.091962751877134
5.67,18.98,0.71,0.603,F8V,17.06148104045637
5.81,9.06,0.78,1.466,K5III,15.595640988384066
8.25,2.54,0.84,1.651,M0,15.27416858309969
9.8,122.86,7.53,1.568,K,25.247052554917722
8.28,4.1,1.09,0.88,G5,16.343919283598677
7.63,5.5,1.18,0.924,G8/K0III/IV,16.33181344747122
9.62,5.34,1.45,0.553,F6V,18.25770628514278
8.31,10.94,0.93,0.454,F2,18.50508660998706
9.99,1.5,1.64,1.115,K2,15.870456295278407
8.99,1.4,1.14,1.153,K1III,14.72064017839119
7.66,5.42,0.79,0.201,A2,16.329996432691935
8.64,0.65,1.16,0.95,G8III/IV,12.704566783214279
7.3,4.57,0.74,0.223,A3,15.599581000349254
8.53,2.66,1.1,1.039,K0IIICN...,15.654408183155335
7.49,5.21,0.94,0.167,A2,16.074188616497622
8.89,5.21,1.14,0.402,F2V,17.47418861649762
5.97,3.63,0.84,1.491,K4III,13.769533125180562
6.9,9.47,1.89,0.43,F5,16.781749895016368
8.69,1.64,1.12,1.2,K2,14.76421924023849
8.57,3.32,1.12,1.515,K2,16.175690418520183
7.98,10.91,0.87,0.47,F5V,18.169123752941708
8.78,2.54,1.07,0.486,F5,15.80416858309969
8.55,1.84,1.15,1.212,K2III,14.874089115047683
10.25,1.08,1.45,0.654,A2,15.417118777434748
5.32,10.26,0.57,-0.014,A0Vnn,15.375736803878988
9.53,3.14,1.24,0.229,A3III,17.01464824036607
8.83,4.44,1.21,0.337,A3,17.0669148505731
7.66,37.34,0.91,0.73,K0,20.520871568065296
9.55,0.94,1.35,1.728,K7,14.415639267998493
9.15,5.75,1.4,0.537,F5V,17.94833922344815
7.32,8.51,0.85,0.391,F0,16.96964780042294
8.2,1.95,1.06,1.555,M...,14.65017305681259
8.1,4.71,1.0,0.391,F0,16.46510453564448
9.08,20.0,1.33,0.771,G5,20.585149978319905
8.26,2.64,0.96,1.392,K2III,15.368019634349155
8.06,27.87,0.69,0.849,K0IV/V,20.28568484356652
10.65,0.96,2.65,0.339,G0,15.561356165197843
6.55,17.41,0.67,0.553,G0,17.753993855586657
10.23,4.02,1.7,0.417,F2V,18.25113026542235
7.3,2.18,0.91,1.63,K2,13.992282468023024
7.23,25.25,0.9,0.568,G0,19.2413069122734
10.16,7.75,1.73,0.579,G0,19.60650851253155
7.24,3.45,0.75,-0.023,B9,14.92909547536637
8.56,10.26,0.96,0.476,F8,18.61573680387899
8.2,6.86,0.95,0.612,F8,17.381620578533756
7.15,7.12,1.44,1.496,K4III,16.412399968184282
9.06,9.25,1.31,0.525,F6V,18.890708663695165
8.19,2.86,0.92,1.22,K2,15.471830165645216
4.34,23.73,0.68,0.17,A7Vvar,16.216488691086695
7.86,5.72,1.08,0.967,G5,16.64698014396512
5.15,5.82,0.78,0.261,F0V,13.974614923249444
9.38,3.96,1.34,0.705,G8V,17.36847592962756
9.92,2.35,2.69,0.513,F6IV:,16.77533931135868
8.13,1.84,0.99,0.928,G3III,14.454089115047683
10.0,5.68,3.12,0.512,F6/F7V,18.771741678555095
5.8,3.56,0.73,-0.095,B7III-IV,13.557249989864378
8.78,13.4,0.76,0.602,G1V,19.41552399182404
6.6,4.17,0.8,1.6,K5,14.700680274868787
8.35,10.71,1.11,0.466,F2,18.498947354159277
7.83,7.57,1.51,0.888,G5,17.225479397500365
7.31,3.89,0.84,-0.026,B9,15.259748006628538
10.65,4.62,2.07,0.65,F8,18.973209877780626
9.56,2.04,1.15,0.575,B8,16.108150837129493
7.96,5.35,0.95,0.96,K0,16.60176891010614
9.59,3.23,1.03,1.556,M...,17.136012611655516
7.1,3.9,1.05,1.494,M3III,15.055323035132496
10.21,1.22,3.65,0.586,F5/F6V,15.641799153373743
8.38,3.25,0.85,0.915,G6III/IV,15.939416804894373
9.27,1.62,2.0,0.569,F8,15.317575072713154
9.19,1.81,1.16,1.5,K5,15.478392874345921
10.62,15.03,1.94,0.944,K2,21.50479490293454
9.4,7.39,0.96,0.506,F6V,18.743222191974127
5.56,7.96,0.6,-0.052,B9.5V,15.064565338688343
10.79,2.23,1.87,0.54,F5,17.5315243152408
9.71,7.35,2.05,0.417,F2V,19.041436695420977
9.74,3.87,3.01,0.0,B5,17.678554825094558
9.12,2.93,1.22,0.256,A0,16.454338101770546
4.66,7.42,0.68,1.024,K0III,14.012019526395136
9.49,3.31,1.59,1.089,K2,17.089139968878595
8.89,3.41,1.22,0.387,F0,16.553771894962487
9.46,8.9,1.45,0.656,G2V,19.206950033224565
6.49,7.92,0.85,0.891,G5,15.983625907947468
8.69,3.6,0.97,0.124,B9,16.471512503836436
8.6,1.11,1.31,1.412,K3/K4III,13.826614893933288
7.48,24.65,0.91,0.589,G1V,19.439084618066243
9.1,4.65,1.28,1.241,K2III,17.437264764449772
8.88,3.69,1.02,0.497,A3,16.7151318307953
9.07,4.12,1.31,0.078,A0,17.144486080165674
8.99,3.23,3.11,0.46,F5IV/V,16.536012611655515
8.31,1.96,1.12,1.042,G5,14.77128035678238
8.99,6.27,1.16,0.456,F8,17.976337704153583
4.51,20.11,0.87,1.092,K0III-IV...,16.02706035298371
7.93,2.23,1.14,1.018,K0,14.671524315240802
7.57,3.38,0.93,0.338,Fm,15.214583501388274
5.57,8.99,0.6,-0.072,B9IV,15.338798458666144
7.91,4.08,0.96,1.0,G5,15.9633008154494
9.41,6.72,2.0,1.306,K0,18.546846365269126
8.9,3.43,0.92,0.131,A2,16.576470600213852
9.2,7.54,1.83,0.675,G5,18.58685672934887
5.93,7.4,0.82,1.403,K4III,15.276158598654881
8.07,6.54,1.01,0.169,A2,17.147888741621337
8.58,4.16,1.05,0.374,F0,16.675466653133714
9.11,3.45,1.33,0.978,K0III,16.79909547536637
8.31,6.75,0.71,0.354,F0V,17.456518864155125
8.66,3.99,0.99,-0.035,A0,16.664864478433742
8.49,7.54,1.09,0.6,G0V,17.876856729348873
9.74,0.27,1.82,1.286,K5,11.896818820794937
9.08,4.54,1.54,1.3,K2,17.36527926428552
8.37,2.66,1.13,0.898,G5,15.494408183155334
8.55,6.93,3.12,0.346,A2,17.753666173059035
9.07,2.69,1.22,0.861,G8III/IV,16.218761400012042
7.8,1.63,0.89,1.061,G5,13.860938022019788
8.86,10.31,1.31,0.575,G2V,18.926293326417582
11.03,-2.75,2.12,1.01,Gp,18.226663469151312
9.05,1.51,1.37,0.082,B5,14.944884736465848
10.45,2.08,1.78,0.498,F5,17.04031667481381
9.36,2.07,1.2,0.502,F6IV/V,15.939851727284589
9.15,6.8,1.92,0.987,G8/K0III,18.312544563531183
8.12,5.83,1.07,1.117,K1III,16.94834277379507
8.66,3.51,1.37,1.685,K5,16.38653558232912
9.15,6.49,0.88,0.309,A5,18.21122348400185
8.89,3.64,2.06,0.308,A8V,16.69550691824528
8.84,0.15,1.1,1.418,G2/G3,9.720456295278407
9.67,4.54,1.32,0.43,F2V,17.95527926428552
9.97,5.66,1.49,0.577,F7V,18.73408215594136
9.5,6.19,1.32,0.54,F7V,18.458453245100593
8.88,3.24,1.03,0.066,A0,16.43272505103306
8.75,1.81,1.09,1.168,K1III,15.038392874345924
7.17,16.15,0.6,0.587,F8/G0V,18.21086263333561
9.67,4.14,1.41,0.457,F5V,17.755001705604496
7.38,2.88,0.78,1.09,K0,14.676962438796153
5.6,11.98,0.52,0.008,A3V,15.992284090266464
8.52,1.0,1.09,1.732,M...,13.52
7.52,8.98,0.86,0.355,F0,17.286381683336522
11.35,18.76,2.72,1.22,K7V:,22.71616417021523
6.89,29.64,0.81,0.494,F5,19.24939099653645
9.09,8.34,1.18,0.503,F7V,18.695830253188696
8.92,4.33,2.16,0.417,F3V,17.10243948176683
9.43,12.13,1.38,0.758,G0,19.849304004332865
8.59,3.96,0.88,0.416,F2II,16.57847592962756
6.54,14.04,0.81,0.468,F5IV,17.276835538968932
8.62,3.48,1.07,-0.044,A0,16.327896219732903
9.06,2.54,1.21,1.299,K2,16.08416858309969
9.91,5.02,1.65,0.5,F8,18.413518585725097
7.59,5.83,0.85,0.36,F0,16.418342773795068
9.54,7.37,1.24,0.52,F7V,18.877337439295257
7.74,22.01,0.96,0.687,G0,19.453100212766742
12.1,269.05,7.57,1.85,M5.5Ve,29.249164981912564
8.28,7.14,1.1,0.16,B9,17.54849105888087
6.55,19.17,0.92,0.454,F8,17.963110564390313
8.71,31.12,1.52,0.931,K0,21.175197941588255
8.03,2.75,0.85,0.053,A0,15.226663469151312
8.35,0.65,1.02,0.515,B3Ib,12.414566783214276
6.13,4.67,0.77,1.652,M1III,14.47658440283056
7.63,16.91,1.15,0.471,F3V,18.770718037988708
8.13,2.08,1.17,1.05,G5,14.720316674813809
9.11,-0.74,1.29,0.473,B8Ib,13.45615859865488
9.94,7.28,1.12,0.596,G3V:,19.250656896565186
8.51,1.7,1.14,1.095,F5,14.66224460689137
8.53,5.93,2.03,0.577,F7V,17.395273466821312
9.53,1.95,1.37,0.621,B5,15.980173056812589
7.55,3.99,1.31,0.394,F0,15.554864478433743
7.88,3.24,0.94,1.11,K0,15.43272505103306
5.95,13.62,0.71,0.281,A9IV: (+F/G),16.620885537883833
11.95,15.18,3.07,1.106,K7V:,22.856358857797307
9.55,45.4,1.55,1.267,K4V,22.835279264285518
8.49,2.93,1.06,0.981,G5,15.824338101770548
6.97,5.26,0.89,1.05,K0III,15.574928720768696
6.59,8.28,0.71,0.934,G5,16.1801516839244
9.54,4.57,1.23,0.371,G5,17.839581000349252
8.24,4.06,1.17,1.322,K0,16.28263016788597
8.57,4.97,1.91,0.203,A2,17.05178194366666
8.59,3.67,1.15,0.2,A0,16.413330321260446
7.0,4.97,1.91,0.039,A0V,15.48178194366666
9.25,-1.02,1.25,1.021,G3/G5V,14.293000858809588
8.33,9.26,0.95,0.423,F5,18.163054933409672
7.3,12.94,1.28,0.38,A5,17.85967138166341
7.83,4.32,0.9,0.104,A0V,16.007418734074562
9.47,6.94,1.26,0.572,F8V,18.676797352274274
7.07,5.15,0.82,0.99,G6III,15.629036145205957
9.32,8.87,1.37,0.673,G5V,19.059618099158634
6.24,9.58,0.95,0.98,G1V...,16.146827545392725
8.3,4.52,1.17,1.381,K1II-III,16.57569217405691
8.58,10.17,1.37,0.487,F5,18.61660476461372
7.41,16.49,1.02,0.551,F5,18.49610327822259
8.53,1.84,1.13,0.034,A0,14.854089115047682
7.24,22.36,0.79,0.77,G5,18.987358996071926
7.86,18.68,1.05,0.578,G0,19.21688435947037
9.14,4.83,1.31,0.796,G6IV/V,17.559735653757564
6.4,5.0,0.82,0.018,B9V,14.894850021680094
8.32,2.02,1.11,1.24,G5,14.84675684723312
9.14,1.66,1.38,1.356,K2III,15.240540440200276
9.12,1.81,0.89,0.995,G6/G8IV,15.408392874345921
9.09,9.23,0.87,1.014,K1III/IV,18.91600850512956
9.78,0.14,1.42,0.21,B8,10.51064017839119
6.73,4.37,0.87,-0.144,B8,14.93240718485211
7.99,8.04,0.7,0.907,K0III,17.51628024374226
7.3,5.45,0.78,1.208,K0,15.981982511383212
8.95,21.71,1.25,0.685,G0,20.633299117272102
7.79,1.59,0.91,1.446,K5,13.796985621602257
10.09,14.41,1.62,0.968,K0,20.883319904069946
8.53,15.24,0.79,0.647,G5V,19.444924835017908
8.98,4.82,1.18,0.374,A2,17.39523519119425
7.79,8.51,0.99,0.193,A2,17.43964780042294
8.23,2.72,1.01,1.294,K2/K3III,15.402844520170994
7.25,6.46,0.84,1.132,K0,16.30116258997542
10.95,4.23,1.82,0.599,F8,19.08170183687521
9.09,1.84,1.22,1.083,G6III:,15.414089115047682
7.7,2.31,0.71,0.786,G0,14.518059899460724
9.15,6.36,1.51,0.588,F8,18.16728557824207
7.26,18.95,0.83,0.424,F3/F5V,18.648046071520454
8.68,17.14,1.41,0.762,G5,19.850054087935895
9.95,5.76,1.74,0.583,G0,18.75211241711606
9.42,11.31,1.87,0.843,K0III,19.687313024627276
9.63,13.59,2.01,0.62,G5Vw...,20.29609728366247
10.21,-1.3,1.21,0.138,A0Ia0,15.779716761534186
8.64,3.31,1.08,1.067,G5,16.239139968878597
7.43,5.86,0.86,1.225,K2,16.269488080090454
6.74,7.67,0.87,0.993,G8III-IV,16.163976819744903
7.83,3.08,1.01,1.413,K2,15.272753582502222
8.58,3.66,1.42,0.056,A0,16.397405426972053
10.29,1.89,1.67,0.55,F8,16.67230902086622
10.52,0.83,1.98,0.38,F0,15.11539046188037
7.8,2.69,0.95,1.205,K2III,14.948761400012039
7.51,4.2,0.89,0.943,G5,15.626246451989502
8.34,0.66,1.4,0.99,K0,12.437719677709342
8.41,1.46,1.25,1.605,K2,14.231764278922185
9.55,2.94,1.66,1.002,K0,16.891736652060786
9.23,5.9,1.72,1.236,K2III,18.084260058210724
8.08,11.88,1.08,0.488,F5,18.454082203225873
8.75,13.17,0.85,0.499,F5V,19.34792887480892
9.54,5.68,1.34,0.495,F7/F8V,18.311741678555094
9.04,2.72,1.17,0.915,K0III,16.212844520170993
7.83,3.79,0.98,1.341,G5,15.723196049840361
8.63,9.73,1.07,0.463,F3V,18.57056420134176
8.44,6.18,0.94,0.449,G3V,17.39494237544408
12.37,-13.67,7.62,1.22,K7,23.04884257283911
10.12,4.34,1.65,0.406,F0/F2V,18.307448647562552
5.21,22.09,2.04,0.32,A7IV,16.930978579357177
8.8,5.28,1.22,0.31,F8,17.413169612669062
7.77,3.24,1.04,1.073,G8III/IV,15.32272505103306
9.37,14.45,1.41,0.603,G3V,20.169339235462836
9.1,29.3,1.17,1.035,K2,21.43433810177055
4.67,8.64,0.81,1.047,K0III...,14.352568712394467
6.44,16.69,18.42,0.492,F7V,17.552281683396235
7.62,2.53,0.89,1.56,K5III...,14.63560260587909
8.07,3.09,0.95,1.349,M0,15.519792397124174
8.47,23.55,1.01,0.446,F5V,20.329954557324577
8.33,5.53,1.16,0.09,A0,17.043625656523492
8.54,1.65,1.08,1.101,K0III,14.627419721069531
8.54,4.64,1.13,1.111,K5,16.872589902774404
8.87,9.11,1.35,0.476,F5V,18.66759188486499
8.21,3.42,1.13,0.93,G5,15.880130530280676
7.69,10.93,1.14,0.571,F8,17.883100809748516
9.53,0.93,1.1,0.164,B8,14.372414742769674
7.15,14.74,0.77,0.428,F2,17.992487417615166
9.23,3.25,1.52,0.151,B8V,16.789416804894373
9.97,6.6,1.93,0.46,F7V,19.067719677709345
8.38,2.46,1.06,1.1,K1III,15.334675535516897
9.04,4.73,0.94,0.47,F5V,17.414305703689056
7.55,6.58,1.81,0.999,G5,16.641129468069778
9.49,6.11,1.32,0.276,A5IV,18.420206051212773
9.82,32.62,1.38,1.22,K5,22.387419783521285
6.88,14.68,1.0,0.312,F0IV/V,17.713630277900258
