,Vmag,Plx,e_Plx,B-V,SpType
5306,9.37,  11.39,  1.35, 0.561,G0V
5307,9.07,   2.23,  1.33, 0.094,A0
5308,8.77,   1.31,  1.14, 1.326,K1/K2III
5309,7.78,  26.79,  0.90, 0.621,G1V
5310,6.44,  21.53,  0.83, 0.847,K0IV
5311,10.11,  -0.07,  1.52, 0.320,B5II
5312,5.04,  16.61,  0.73, 0.109,A3m
5313,9.24,  -1.20,  1.28, 0.506,F6/F7V
5314,6.23,  23.87,  0.78, 0.398,F5IV
5315,9.27,   9.90,  1.23, 0.543,F7V
5316,7.48,  10.30,  0.61, 0.246,A5III
5317,9.14,   0.76,  1.06, 0.898,G8III
5318,9.11,   2.75,  1.63, 1.142,K1III
5319,8.34,   2.92,  1.08, 1.113,K0
5320,7.69,   2.84,  0.89, 0.066,A0
5321,9.67,   9.47,  1.37, 0.673,K0
5322,7.46,   3.77,  0.85,-0.076,B8
5323,7.62,   3.84,  0.93, 1.227,K1/K2IV
5324,10.15,   5.24,  1.92, 0.471,F3V
5325,10.46,   1.88,  1.67, 0.460,F0
5326,8.9,   4.81,  1.00, 0.495,F6V
5327,8.55,   3.79,  1.09, 1.059,K0
5328,9.09,   2.70,  1.95, 0.900,K0III
5329,7.61,  11.77,  0.89, 0.362,F2
5330,7.61,  30.84,  0.86, 0.710,G5
5331,5.17, 132.40,  0.60, 0.704,G5Vp
5332,9.5,   5.93,  0.96, 0.579,F7V
5333,9.98,   5.78,  1.70, 1.215,K2
5334,6.86,  12.13,  0.85, 0.371,F0
5335,8.48,   0.93,  1.47, 1.500,K0
5336,8.25,   6.94,  1.03, 0.927,K0III
5337,9.6,   6.95,  1.41, 0.921,G5
5338,8.41,   4.29,  1.32, 1.136,K0
5339,6.71,   4.03,  0.97, 1.661,M...
5340,9.1,   3.20,  1.20, 1.118,K0
5341,5.51,  27.84,  0.88, 0.334,F0III-IV
5342,7.11,   2.93,  0.83, 0.078,A0
5343,3.94,  11.66,  0.77,-0.120,B6V + B0V
5344,9.34,   2.20,  1.46, 0.199,A2
5345,8.94,  14.25, 16.39, 1.183,K2III
5346,8.74,  11.07,  1.15, 0.658,F8
5347,9.11,   2.47,  1.40, 1.338,K2III
5348,8.64,  10.08,  1.71, 0.969,K0IV
5349,11.52,   9.63,  5.21, 0.880,K:
5350,12.23,   1.08,  3.12,-0.230,DA:
5351,7.88,   9.46,  0.87, 0.366,F0
5352,8.29,   8.85,  1.07, 0.403,F0
5353,9.39,   3.02,  1.27, 1.025,K0
5354,9.55,   7.86,  1.60, 0.627,F8
5355,8.23,   3.10,  1.09, 0.466,F2
5356,5.77,   5.75,  0.65,-0.019,B8V
5357,8.51,   5.08,  1.55, 0.500,K0
5358,6.89,  11.50,  1.09, 0.292,A9V
5359,3.46,  27.73,  0.71, 1.161,K2III
5360,12.54,   1.08,  3.77,-0.146,
5361,8.52,   4.72,  0.83, 0.300,A1m...
5362,8.56,   1.29,  0.89, 0.799,G5w...
5363,8.76,  -0.13,  1.41, 1.551,M3III
5364,10.56,  35.99,  1.69, 1.256,K6
5365,7.48,   3.94,  0.65, 0.034,A0
5366,9.45,   4.27,  1.35, 0.381,F0V
5367,4.24,  10.43,  0.50, 1.213,K2II-III
5368,8.63,  28.33,  1.30, 0.837,K0V
5369,8.85,   2.44,  0.91, 1.212,K2III
5370,8.13,   2.29,  0.91, 1.093,G5
5371,9.02,   3.40,  1.06, 1.468,K5
5372,8.95,   3.68,  1.32, 1.271,K2
5373,9.36,   2.79,  1.40, 0.586,F7V
5374,7.62,   4.06,  1.17, 0.244,A5
5375,9.82,   3.70,  1.38, 0.692,F7V
5376,8.95,  14.58,  0.91, 0.529,F8V
5377,8.77,  10.10,  1.27, 0.495,F8
5378,8.2,  12.24,  1.76, 0.501,F5V
5379,7.96,   1.64,  1.01, 0.990,G5
5380,7.81,   4.07,  1.61, 0.044,A0
5381,8.41,   2.71,  0.76, 1.572,K4III
5382,7.31,   4.97,  0.93,-0.058,B9
5383,8.08,   3.90,  1.03,-0.090,B8
5384,9.1,  21.57,  1.27, 0.764,G8/K0V
5385,9.78,   8.66,  2.32, 0.485,F3V
5386,9.99,   1.64,  1.55, 0.131,B1Vv SB
5387,8.71,   1.30,  1.25, 0.977,G8III
5388,8.62,   7.29,  1.02, 0.387,F2V
5389,9.71,   4.20,  1.25, 1.010,K0
5390,7.86,  10.41,  0.91, 0.651,G2/G3IV
5391,7.7,   3.73,  0.83, 1.069,K0
5392,10.96,   0.19,  1.49,-0.049,B2.5Iab:
5393,7.93,   3.04,  0.75, 1.399,K3III
5394,8.81,   6.91,  1.58, 0.640,G0V
5395,9.73,   7.23,  1.68, 0.460,F3/F5V
5396,8.57,   3.22,  0.96, 1.314,K2/K3III
5397,9.21,   6.04,  1.17, 0.795,G8V
5398,9.81,   2.91,  1.56, 0.540,G1V
5399,8.79,   2.85,  1.64, 1.420,K2
5400,9.2,   5.50,  3.46, 0.691,F8...
5401,8.8,   5.41,  1.33, 1.673,K5
5402,8.68,   6.42,  1.15, 0.711,G0
5403,8.09,   2.80,  1.01, 1.550,K2
5404,9.67,   0.97,  1.44, 1.305,M2
5405,6.24,   6.97,  0.54, 0.922,K0
5406,12.38,  46.11,  3.65, 1.530,M2V:
5407,8.93,   1.08,  1.26, 1.179,K3III
5408,9.27,   1.77,  1.61, 0.600,F0
5409,6.93,   0.65,  0.66, 0.240,B0.5III
5410,9.8,   5.93,  1.51, 0.586,G3V
5411,7.36,   5.33,  0.91, 0.141,A2
5412,7.94,   7.57,  0.99, 0.378,F2
5413,9.71,   5.46,  0.99, 0.520,F8/G0V
5414,8.31,   7.98,  1.12, 0.415,F5
5415,9.0,   3.53,  1.22, 0.280,A2
5416,8.05,   1.71,  1.00, 0.072,A0
5417,9.45,   7.86,  1.43, 0.537,G0
5418,10.24,   1.08,  1.33, 0.409,F5V
5419,10.4,   7.09,  2.48, 0.953,G8
5420,8.5,   3.52,  1.09, 0.224,A2
5421,7.54,   6.39,  0.92, 0.228,A3
5422,8.74,   3.63,  1.67, 0.295,A2
5423,7.14,  10.32,  0.82, 0.464,F5IV
5424,8.1,   6.49,  0.86, 0.360,A3
5425,7.55,  10.05,  0.82, 0.413,F2
5426,8.38,   4.37,  0.99, 0.200,A3
5427,8.51,   7.28,  1.02, 0.923,K0
5428,9.51,   1.20,  1.35, 1.200,K1/K2III:
5429,4.26,   4.43,  0.80, 0.012,B7III
5430,8.66,   2.59,  1.99, 1.129,G8IV
5431,8.44,   5.87,  1.21, 1.069,K0
5432,8.42,   4.95,  1.61, 0.117,A2V
5433,8.6,   3.90,  1.17, 0.666,G3V
5434,8.73,   7.96,  0.92, 0.743,G5IV/V
5435,6.65,  13.24,  0.75, 0.439,F2
5436,8.42,  10.17,  0.94, 0.481,F2
5437,7.57,   8.30,  0.86, 0.173,A3V
5438,11.38,  26.61,  3.57, 1.435,M0
5439,6.65,   7.68,  1.80, 0.342,F0
5440,7.72,   7.74,  0.91, 0.701,F8V
5441,9.64,   4.57,  1.60, 0.551,F5
5442,2.07,  16.36,  0.76, 1.576,M0IIIvar
5443,9.66,   9.54,  1.51, 0.487,G0
5444,8.6,   4.23,  1.05, 0.167,A2
5445,7.71,   4.75,  1.23, 0.397,F0
5446,8.05,   2.26,  1.04, 1.179,K0
5447,9.34,  12.52,  4.01,      ,G8/K0V
5448,8.49,   4.37,  1.11, 0.491,F5IV
5449,5.57,   8.09,  0.66, 0.697,G0III
5450,9.02,   6.56,  1.04, 0.803,G6/8wF8IV/V
5451,9.27,  11.94,  1.24, 0.576,F8/G0V
5452,7.19,   5.47,  0.88, 0.069,A0
5453,6.75,   4.35,  0.77, 1.140,G8III
5454,9.24,  16.69,  1.33, 0.759,G5
5455,9.58,   5.90,  1.34, 0.601,G0
5456,10.13,   2.92,  2.05, 0.492,F0V
5457,8.8,  20.21,  0.84, 0.672,G5V
5458,8.66,   2.27,  0.97, 0.957,G8IV
5459,8.28,   2.29,  1.08, 0.984,K0III/IV
5460,6.97,   9.98,  0.91, 0.546,F5
5461,8.45,   8.75,  1.11, 0.546,F8
5462,9.91,   2.79,  2.37, 0.446,F5V
5463,7.92,   4.37,  1.62, 0.795,F5...
5464,8.57,  11.01,  1.34, 0.541,F8
5465,8.64,   3.03,  1.13, 0.972,G5
5466,9.32,   7.38,  1.42, 0.529,F3/F5V
5467,7.34,   4.39,  1.00, 1.131,K0III
5468,8.22,   2.89,  0.91, 0.955,F8
5469,8.74,   8.25,  1.18, 0.561,F8
5470,8.08,   4.46,  1.12, 0.989,K0III/IV
5471,8.53,  11.70,  7.69, 0.536,F8
5472,6.41,   7.90,  0.59, 0.888,G6II/III
5473,8.12,   2.93,  0.92, 0.947,K0III
5474,8.09,  13.21,  3.92, 0.470,F8
5475,8.38,   7.21,  0.72, 0.404,F3IV/V
5476,9.37,   4.33,  1.22, 1.018,K0/K1III:
5477,8.29,   2.67,  1.02, 0.061,B9III
5478,6.07,   5.85,  0.79, 1.535,M0III
5479,8.09,   4.62,  0.94, 0.156,A2
5480,6.4,   8.94,  0.83, 1.029,K0III
5481,7.86,   4.56,  0.88, 0.120,A2
5482,9.41,   1.73,  1.17, 0.400,F2V
5483,6.98,  12.21,  0.64, 0.309,F0IV
5484,9.2,  12.12,  1.04, 0.574,G0
5485,9.58,  17.12,  1.53, 0.821,G8V
5486,9.12,   2.40,  1.13, 0.687,G6V
5487,9.12,   3.93,  1.14, 1.352,K5
5488,5.67,  18.98,  0.71, 0.603,F8V
5489,5.81,   9.06,  0.78, 1.466,K5III
5490,8.25,   2.54,  0.84, 1.651,M0
5491,9.8, 122.86,  7.53, 1.568,K
5492,8.28,   4.10,  1.09, 0.880,G5
5493,7.63,   5.50,  1.18, 0.924,G8/K0III/IV
5494,9.62,   5.34,  1.45, 0.553,F6V
5495,8.31,  10.94,  0.93, 0.454,F2
5496,9.99,   1.50,  1.64, 1.115,K2
5497,11.57,       ,      ,      ,
5498,8.99,   1.40,  1.14, 1.153,K1III
5499,7.66,   5.42,  0.79, 0.201,A2
5500,8.64,   0.65,  1.16, 0.950,G8III/IV
5501,7.3,   4.57,  0.74, 0.223,A3
5502,8.53,   2.66,  1.10, 1.039,K0IIICN...
5503,7.49,   5.21,  0.94, 0.167,A2
5504,8.89,   5.21,  1.14, 0.402,F2V
5505,5.97,   3.63,  0.84, 1.491,K4III
5506,6.9,   9.47,  1.89, 0.430,F5
5507,8.69,   1.64,  1.12, 1.200,K2
5508,8.57,   3.32,  1.12, 1.515,K2
5509,7.98,  10.91,  0.87, 0.470,F5V
5510,8.78,   2.54,  1.07, 0.486,F5
5511,8.55,   1.84,  1.15, 1.212,K2III
5512,10.25,   1.08,  1.45, 0.654,A2
5513,5.32,  10.26,  0.57,-0.014,A0Vnn
5514,9.53,   3.14,  1.24, 0.229,A3III
5515,8.83,   4.44,  1.21, 0.337,A3
5516,7.66,  37.34,  0.91, 0.730,K0
5517,9.55,   0.94,  1.35, 1.728,K7
5518,9.15,   5.75,  1.40, 0.537,F5V
5519,7.32,   8.51,  0.85, 0.391,F0
5520,8.2,   1.95,  1.06, 1.555,M...
5521,8.1,   4.71,  1.00, 0.391,F0
5522,9.08,  20.00,  1.33, 0.771,G5
5523,8.26,   2.64,  0.96, 1.392,K2III
5524,8.06,  27.87,  0.69, 0.849,K0IV/V
5525,10.65,   0.96,  2.65, 0.339,G0
5526,6.55,  17.41,  0.67, 0.553,G0
5527,10.23,   4.02,  1.70, 0.417,F2V
5528,7.3,   2.18,  0.91, 1.630,K2
5529,7.23,  25.25,  0.90, 0.568,G0
5530,10.16,   7.75,  1.73, 0.579,G0
5531,7.24,   3.45,  0.75,-0.023,B9
5532,8.56,  10.26,  0.96, 0.476,F8
5533,8.2,   6.86,  0.95, 0.612,F8
5534,7.15,   7.12,  1.44, 1.496,K4III
5535,9.06,   9.25,  1.31, 0.525,F6V
5536,8.19,   2.86,  0.92, 1.220,K2
5537,4.34,  23.73,  0.68, 0.170,A7Vvar
5538,7.86,   5.72,  1.08, 0.967,G5
5539,5.15,   5.82,  0.78, 0.261,F0V
5540,9.38,   3.96,  1.34, 0.705,G8V
5541,9.92,   2.35,  2.69, 0.513,F6IV:
5542,8.13,   1.84,  0.99, 0.928,G3III
5543,10.0,   5.68,  3.12, 0.512,F6/F7V
5544,5.8,   3.56,  0.73,-0.095,B7III-IV
5545,8.78,  13.40,  0.76, 0.602,G1V
5546,6.6,   4.17,  0.80, 1.600,K5
5547,8.35,  10.71,  1.11, 0.466,F2
5548,7.83,   7.57,  1.51, 0.888,G5
5549,7.31,   3.89,  0.84,-0.026,B9
5550,10.65,   4.62,  2.07, 0.650,F8
5551,9.56,   2.04,  1.15, 0.575,B8
5552,7.96,   5.35,  0.95, 0.960,K0
5553,9.59,   3.23,  1.03, 1.556,M...
5554,7.1,   3.90,  1.05, 1.494,M3III
5555,10.21,   1.22,  3.65, 0.586,F5/F6V
5556,8.38,   3.25,  0.85, 0.915,G6III/IV
5557,9.27,   1.62,  2.00, 0.569,F8
5558,9.19,   1.81,  1.16, 1.500,K5
5559,10.62,  15.03,  1.94, 0.944,K2
5560,9.4,   7.39,  0.96, 0.506,F6V
5561,5.56,   7.96,  0.60,-0.052,B9.5V
5562,10.79,   2.23,  1.87, 0.540,F5
5563,9.71,   7.35,  2.05, 0.417,F2V
5564,9.74,   3.87,  3.01, 0.000,B5
5565,9.12,   2.93,  1.22, 0.256,A0
5566,4.66,   7.42,  0.68, 1.024,K0III
5567,9.49,   3.31,  1.59, 1.089,K2
5568,8.89,   3.41,  1.22, 0.387,F0
5569,9.46,   8.90,  1.45, 0.656,G2V
5570,6.49,   7.92,  0.85, 0.891,G5
5571,8.69,   3.60,  0.97, 0.124,B9
5572,8.6,   1.11,  1.31, 1.412,K3/K4III
5573,7.48,  24.65,  0.91, 0.589,G1V
5574,10.33,  26.76,  2.05,      ,
5575,9.1,   4.65,  1.28, 1.241,K2III
5576,8.88,   3.69,  1.02, 0.497,A3
5577,9.07,   4.12,  1.31, 0.078,A0
5578,8.99,   3.23,  3.11, 0.460,F5IV/V
5579,8.31,   1.96,  1.12, 1.042,G5
5580,8.99,   6.27,  1.16, 0.456,F8
5581,4.51,  20.11,  0.87, 1.092,K0III-IV...
5582,7.93,   2.23,  1.14, 1.018,K0
5583,7.57,   3.38,  0.93, 0.338,Fm
5584,5.57,   8.99,  0.60,-0.072,B9IV
5585,7.91,   4.08,  0.96, 1.000,G5
5586,9.41,   6.72,  2.00, 1.306,K0
5587,8.9,   3.43,  0.92, 0.131,A2
5588,9.2,   7.54,  1.83, 0.675,G5
5589,5.93,   7.40,  0.82, 1.403,K4III
5590,8.07,   6.54,  1.01, 0.169,A2
5591,8.58,   4.16,  1.05, 0.374,F0
5592,9.11,   3.45,  1.33, 0.978,K0III
5593,8.31,   6.75,  0.71, 0.354,F0V
5594,8.66,   3.99,  0.99,-0.035,A0
5595,8.49,   7.54,  1.09, 0.600,G0V
5596,9.74,   0.27,  1.82, 1.286,K5
5597,9.08,   4.54,  1.54, 1.300,K2
5598,8.37,   2.66,  1.13, 0.898,G5
5599,8.55,   6.93,  3.12, 0.346,A2
5600,9.07,   2.69,  1.22, 0.861,G8III/IV
5601,7.8,   1.63,  0.89, 1.061,G5
5602,8.86,  10.31,  1.31, 0.575,G2V
5603,11.03,  -2.75,  2.12, 1.010,Gp
5604,9.05,   1.51,  1.37, 0.082,B5
5605,10.45,   2.08,  1.78, 0.498,F5
5606,9.36,   2.07,  1.20, 0.502,F6IV/V
5607,9.15,   6.80,  1.92, 0.987,G8/K0III
5608,8.12,   5.83,  1.07, 1.117,K1III
5609,8.66,   3.51,  1.37, 1.685,K5
5610,9.15,   6.49,  0.88, 0.309,A5
5611,8.89,   3.64,  2.06, 0.308,A8V
5612,8.84,   0.15,  1.10, 1.418,G2/G3
5613,9.67,   4.54,  1.32, 0.430,F2V
5614,9.97,   5.66,  1.49, 0.577,F7V
5615,9.5,   6.19,  1.32, 0.540,F7V
5616,8.88,   3.24,  1.03, 0.066,A0
5617,8.75,   1.81,  1.09, 1.168,K1III
5618,7.17,  16.15,  0.60, 0.587,F8/G0V
5619,9.67,   4.14,  1.41, 0.457,F5V
5620,7.38,   2.88,  0.78, 1.090,K0
5621,5.6,  11.98,  0.52, 0.008,A3V
5622,8.52,   1.00,  1.09, 1.732,M...
5623,7.52,   8.98,  0.86, 0.355,F0
5624,11.35,  18.76,  2.72, 1.220,K7V:
5625,8.14,   6.68,  2.54,      ,A0+...
5626,6.89,  29.64,  0.81, 0.494,F5
5627,9.09,   8.34,  1.18, 0.503,F7V
5628,8.92,   4.33,  2.16, 0.417,F3V
5629,9.43,  12.13,  1.38, 0.758,G0
5630,8.59,   3.96,  0.88, 0.416,F2II
5631,6.54,  14.04,  0.81, 0.468,F5IV
5632,8.62,   3.48,  1.07,-0.044,A0
5633,9.06,   2.54,  1.21, 1.299,K2
5634,9.91,   5.02,  1.65, 0.500,F8
5635,7.59,   5.83,  0.85, 0.360,F0
5636,9.54,   7.37,  1.24, 0.520,F7V
5637,11.22,   0.14,  1.52,-0.057,
5638,7.74,  22.01,  0.96, 0.687,G0
5639,12.1, 269.05,  7.57, 1.850,M5.5Ve
5640,8.28,   7.14,  1.10, 0.160,B9
5641,6.55,  19.17,  0.92, 0.454,F8
5642,8.71,  31.12,  1.52, 0.931,K0
5643,8.03,   2.75,  0.85, 0.053,A0
5644,8.35,   0.65,  1.02, 0.515,B3Ib
5645,6.13,   4.67,  0.77, 1.652,M1III
5646,7.63,  16.91,  1.15, 0.471,F3V
5647,8.13,   2.08,  1.17, 1.050,G5
5648,9.11,  -0.74,  1.29, 0.473,B8Ib
5649,9.94,   7.28,  1.12, 0.596,G3V:
5650,8.51,   1.70,  1.14, 1.095,F5
5651,8.53,   5.93,  2.03, 0.577,F7V
5652,9.53,   1.95,  1.37, 0.621,B5
5653,11.43,   4.37,  3.64,      ,F9
5654,7.55,   3.99,  1.31, 0.394,F0
5655,7.88,   3.24,  0.94, 1.110,K0
5656,5.95,  13.62,  0.71, 0.281,A9IV: (+F/G)
5657,11.95,  15.18,  3.07, 1.106,K7V:
5658,9.55,  45.40,  1.55, 1.267,K4V
5659,8.49,   2.93,  1.06, 0.981,G5
5660,6.97,   5.26,  0.89, 1.050,K0III
5661,6.59,   8.28,  0.71, 0.934,G5
5662,9.54,   4.57,  1.23, 0.371,G5
5663,8.24,   4.06,  1.17, 1.322,K0
5664,8.57,   4.97,  1.91, 0.203,A2
5665,8.59,   3.67,  1.15, 0.200,A0
5666,7.0,   4.97,  1.91, 0.039,A0V
5667,9.25,  -1.02,  1.25, 1.021,G3/G5V
5668,8.33,   9.26,  0.95, 0.423,F5
5669,7.3,  12.94,  1.28, 0.380,A5
5670,7.83,   4.32,  0.90, 0.104,A0V
5671,9.47,   6.94,  1.26, 0.572,F8V
5672,7.07,   5.15,  0.82, 0.990,G6III
5673,9.32,   8.87,  1.37, 0.673,G5V
5674,6.24,   9.58,  0.95, 0.980,G1V...
5675,8.3,   4.52,  1.17, 1.381,K1II-III
5676,8.58,  10.17,  1.37, 0.487,F5
5677,7.41,  16.49,  1.02, 0.551,F5
5678,8.53,   1.84,  1.13, 0.034,A0
5679,7.24,  22.36,  0.79, 0.770,G5
5680,7.86,  18.68,  1.05, 0.578,G0
5681,9.14,   4.83,  1.31, 0.796,G6IV/V
5682,11.21,  23.99,  2.45,      ,
5683,6.4,   5.00,  0.82, 0.018,B9V
5684,8.32,   2.02,  1.11, 1.240,G5
5685,9.14,   1.66,  1.38, 1.356,K2III
5686,9.12,   1.81,  0.89, 0.995,G6/G8IV
5687,9.09,   9.23,  0.87, 1.014,K1III/IV
5688,9.78,   0.14,  1.42, 0.210,B8
5689,6.73,   4.37,  0.87,-0.144,B8
5690,7.99,   8.04,  0.70, 0.907,K0III
5691,7.3,   5.45,  0.78, 1.208,K0
5692,8.95,  21.71,  1.25, 0.685,G0
5693,7.79,   1.59,  0.91, 1.446,K5
5694,10.09,  14.41,  1.62, 0.968,K0
5695,8.53,  15.24,  0.79, 0.647,G5V
5696,8.98,   4.82,  1.18, 0.374,A2
5697,7.79,   8.51,  0.99, 0.193,A2
5698,8.23,   2.72,  1.01, 1.294,K2/K3III
5699,7.25,   6.46,  0.84, 1.132,K0
5700,10.95,   4.23,  1.82, 0.599,F8
5701,9.09,   1.84,  1.22, 1.083,G6III:
5702,7.7,   2.31,  0.71, 0.786,G0
5703,9.15,   6.36,  1.51, 0.588,F8
5704,7.26,  18.95,  0.83, 0.424,F3/F5V
5705,8.68,  17.14,  1.41, 0.762,G5
5706,9.95,   5.76,  1.74, 0.583,G0
5707,9.42,  11.31,  1.87, 0.843,K0III
5708,9.63,  13.59,  2.01, 0.620,G5Vw...
5709,10.21,  -1.30,  1.21, 0.138,A0Ia0
5710,8.64,   3.31,  1.08, 1.067,G5
5711,7.43,   5.86,  0.86, 1.225,K2
5712,6.74,   7.67,  0.87, 0.993,G8III-IV
5713,7.83,   3.08,  1.01, 1.413,K2
5714,8.58,   3.66,  1.42, 0.056,A0
5715,10.29,   1.89,  1.67, 0.550,F8
5716,10.52,   0.83,  1.98, 0.380,F0
5717,7.8,   2.69,  0.95, 1.205,K2III
5718,7.51,   4.20,  0.89, 0.943,G5
5719,8.34,   0.66,  1.40, 0.990,K0
5720,8.41,   1.46,  1.25, 1.605,K2
5721,9.55,   2.94,  1.66, 1.002,K0
5722,9.23,   5.90,  1.72, 1.236,K2III
5723,8.08,  11.88,  1.08, 0.488,F5
5724,8.75,  13.17,  0.85, 0.499,F5V
5725,9.54,   5.68,  1.34, 0.495,F7/F8V
5726,9.04,   2.72,  1.17, 0.915,K0III
5727,7.83,   3.79,  0.98, 1.341,G5
5728,8.63,   9.73,  1.07, 0.463,F3V
5729,8.44,   6.18,  0.94, 0.449,G3V
5730,12.37, -13.67,  7.62, 1.220,K7
5731,10.12,   4.34,  1.65, 0.406,F0/F2V
5732,5.21,  22.09,  2.04, 0.320,A7IV
5733,8.8,   5.28,  1.22, 0.310,F8
5734,7.77,   3.24,  1.04, 1.073,G8III/IV
5735,9.37,  14.45,  1.41, 0.603,G3V
5736,9.1,  29.30,  1.17, 1.035,K2
5737,4.67,   8.64,  0.81, 1.047,K0III...
5738,6.44,  16.69, 18.42, 0.492,F7V
5739,7.62,   2.53,  0.89, 1.560,K5III...
5740,8.07,   3.09,  0.95, 1.349,M0
5741,8.47,  23.55,  1.01, 0.446,F5V
5742,8.33,   5.53,  1.16, 0.090,A0
5743,8.54,   1.65,  1.08, 1.101,K0III
5744,8.54,   4.64,  1.13, 1.111,K5
5745,8.87,   9.11,  1.35, 0.476,F5V
5746,8.21,   3.42,  1.13, 0.930,G5
5747,7.69,  10.93,  1.14, 0.571,F8
5748,9.53,   0.93,  1.10, 0.164,B8
5749,7.15,  14.74,  0.77, 0.428,F2
5750,9.23,   3.25,  1.52, 0.151,B8V
5751,9.97,   6.60,  1.93, 0.460,F7V
5752,8.38,   2.46,  1.06, 1.100,K1III
5753,9.04,   4.73,  0.94, 0.470,F5V
5754,10.88,   6.58,  1.81, 0.700,
5755,7.55,   6.58,  1.81, 0.999,G5
5756,9.49,   6.11,  1.32, 0.276,A5IV
5757,10.36,   7.80,  1.96,      ,F5V
5758,9.82,  32.62,  1.38, 1.220,K5
5759,6.88,  14.68,  1.00, 0.312,F0IV/V
5760,7.05,  12.70,  0.92, 0.584,F5
5761,8.13,   8.92,  0.80, 0.468,F5V
5762,9.17,   1.20,  1.36, 0.993,K0III
5763,7.18,   2.30,  0.78, 0.031,B1V SB
5764,8.69,  11.97,  1.25, 0.544,G1V
5765,9.15,   1.48,  1.09, 1.482,M0
5766,8.05,   5.00,  1.01, 0.533,F5
5767,6.33,   3.21,  0.82, 1.684,M2S SB
5768,9.32,  11.55,  2.24, 0.618,G3V
5769,9.34,   7.90,  1.17, 0.511,G5
5770,7.97,   2.07,  1.05, 1.431,K5
5771,10.1,   8.64,  2.25, 0.670,G8V
5772,8.35,  14.33,  0.98, 0.550,G0V
5773,5.97,   6.52,  0.79,-0.082,B8III
5774,9.49,   1.69,  1.83,      ,K0
5775,9.26,   9.95,  1.27, 0.584,F7V
5776,9.93,   4.25,  2.39, 0.539,G2V
5777,8.7,   1.50,  1.37, 1.260,K0
5778,7.18,  23.31,  0.86, 0.546,F5
5779,9.17,   3.93,  1.46, 0.875,K0
5780,9.54,   4.08,  1.99, 1.374,K2III:
5781,9.22,   0.64,  0.93, 1.428,K2/K3III:
5782,9.1,   7.30,  1.34, 0.496,G0
5783,8.78,   0.81,  0.93, 0.062,A0
5784,8.47,   4.54,  1.16, 0.086,A0
5785,10.82,  11.43,  2.17, 0.700,G0
5786,8.69,   1.16,  1.17, 1.077,K0
5787,11.77,   4.36,  2.84, 0.950,Gp
5788,7.34,   4.00,  0.84, 1.130,K1III
5789,7.36,   5.68,  0.83, 0.002,A0
5790,9.43,  11.22,  1.21, 0.634,G2/G3V
5791,7.52,   3.38,  0.75, 1.212,K1III
5792,8.23,   9.13,  0.91, 0.478,F5V
5793,5.14,  41.01,  0.89, 0.448,F5V
5794,7.97,   4.81,  0.90, 1.000,G5
5795,8.92,   1.84,  1.14, 1.743,K5
5796,8.49,   7.40,  0.96, 0.558,G0V
5797,10.17,   2.20,  1.63, 0.217,A9.5
5798,9.48,   2.73,  1.61,-0.010,Ap...
5799,9.22,   0.17,  1.00, 1.088,K1/K2II/III
5800,7.5,  25.96,  0.77, 0.575,F8
5801,8.8,  10.59,  1.28, 0.537,F7V
5802,9.02,   1.57,  1.36, 1.096,K0III
5803,10.07,   2.28,  3.03, 1.320,C
5804,9.03,   1.65,  1.20, 0.972,G8IV
5805,10.62,   8.70,  1.78, 0.700,G5
5806,11.16,  60.76,  1.94, 1.637,M4
5807,7.34,   4.27,  0.92,-0.014,B9
5808,7.8,   4.43,  0.95, 1.071,K0
5809,7.57,   0.97,  0.75, 1.043,K0
5810,10.62,   3.02,  3.04,      ,G0
5811,9.03,  15.94,  0.92, 0.762,K0IV/V
5812,9.47,   3.01,  1.44, 1.122,K2
5813,8.91,   5.84,  1.09, 0.439,F3V
5814,8.07,   4.82,  1.09, 0.465,F5
5815,9.23,   4.05,  1.42, 0.802,F8
5816,7.41,   2.13,  0.73, 1.348,K3III
5817,9.75,   4.09,  1.69, 0.494,F8
5818,6.04,   7.07,  1.00, 1.081,G6III:
5819,8.2,   0.25,  1.18, 1.308,K2/K3III
5820,9.41,   4.25,  1.36, 1.310,K2/K3III:
5821,7.72,   3.16,  1.00, 0.960,G5
5822,8.5,   7.45,  1.23, 0.446,F5
5823,7.25,  11.38,  1.66, 0.469,F7IV
5824,8.52,   7.67,  2.14, 0.257,A8V
5825,9.12,  12.28,  1.24, 0.662,G5V
5826,9.07,   5.74,  1.47, 0.208,A0
5827,5.7,  22.79,  0.80, 0.428,F5V
5828,9.98,  11.89,  1.48, 0.623,G5
5829,9.65,   2.52,  1.55, 0.465,F0V
5830,9.28,   3.03,  1.25, 0.353,G0
5831,8.0,  11.79,  1.04, 0.493,F5
5832,9.27,   2.77,  1.26, 1.007,K1III
5833,8.49,   2.51,  0.97, 0.075,A0
5834,7.34,  19.39,  1.50, 0.473,F6V
5835,7.94,  11.59,  0.91, 0.383,F0III
5836,7.22,  47.36,  1.25, 1.000,K2V
5837,7.61,   2.84,  0.73, 1.626,M2/M3III
5838,8.57,   5.54,  1.17, 0.300,A8III
5839,9.12,  15.12,  1.05, 0.629,G0
5840,10.89,  -0.60,  2.04, 1.380,F8
5841,8.13,   3.23,  1.26, 1.001,K0III
5842,10.24,   4.81,  2.01, 0.499,F5
5843,8.18,   2.77,  1.20, 1.044,K0
